name,skills,interest_area
Everson S.,"['Algoritmo', 'Amazon Web Services', 'Android', 'AngularJS', 'Apache', 'Apple Developer', 'Arduino', 'Banco De Dados', 'Blog', 'Business Intelligence', 'Cloud Computing', 'Criptografia', 'Mineração de Dados', 'Armazenagem de Dados', 'Desenvolvimento de API', 'Direito Digital', 'eCommerce', 'Git Hub', 'Google Adsense', 'Google Analytics', 'Google Maps API', 'Java', 'NodeJS', 'Programação C++', 'SAP', 'Segurança Web', 'SQL', 'Webservice', 'WooCommerce', 'XML']","['UX/UI & Web Design', 'Banco de Dados', 'Desenvolvimento de Games', 'Desenvolvimento Mobile', 'SEO - Search Engine Optimization', 'Desenvolvimento Web', 'Marketing Digital', 'Gestão de Mídias Sociais', 'Cloud Computing', 'Desenvolvimento Desktop', 'Teste de Software', 'Outra - Web, Mobile & Software', 'Análise de Dados & Estatística', 'Gestão de Projetos']"
Antonio R.,"['Armazenagem de Dados', 'ETL', 'Java', 'MySQL', 'NoSQL Couchbase', 'Python', 'Ciência de Dados', 'Visualização de Dados', 'Processamento de Dados']","['Banco de Dados', 'Cloud Computing', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software', 'Web, Mobile & Software']"
Ivan L.,"['ABBYY FineReader', 'Django', 'MySQL', 'Banco de Dados Oracle', 'PostgreSQL', 'Python', 'React', 'Selenium']","['Assistente Virtual', 'Planilhas e Relatórios', 'Entrada de Dados', 'Outra - Suporte Administrativo', 'Análise de Dados & Estatística']"
José T.,"['Adobe Fireworks', 'Adobe Illustrator', 'Joomla', 'MySQL', 'Banco de Dados Oracle', 'PL/SQL', 'PostgreSQL', 'Microsoft SQL Server', 'Wordpress']","['UX/UI & Web Design', 'Banco de Dados', 'Desenvolvimento Web', 'Atendimento ao Consumidor', 'Logotipos']"
Cristiano S.,"['Atendimento ao Cliente', 'Banco De Dados', 'Digitação', 'Suporte Técnico']","['Atendimento ao Consumidor', 'Teste de Software', 'Entrada de Dados']"
Daniel F.,"['Desenvolvimento de API', 'Java', 'Spring', 'Algoritmo', 'Gestão', 'Golang', 'Liderança', 'Python', 'Scrum']","['UX/UI & Web Design', 'Desenvolvimento Mobile', 'Desenvolvimento Web', 'Cloud Computing', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Edcarlos P.,"['Arduino', 'HTML5', 'Java', 'LabVIEW', 'MySQL', 'PHP', 'Programação C++', 'Python', 'Visual Basic', 'Wordpress']","['UX/UI & Web Design', 'Banco de Dados', 'Desenvolvimento Web', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Lilian M.,"['Adobe Creative Suite', 'AutoCAD', 'Corel Draw', 'Corel Paint Shop', 'Flash', 'Ilustração', 'Particle Ilusion', 'Sony Vegas', 'Cinema 4D', 'Javascript']","['Design Gráfico', 'UX/UI & Web Design', 'Ilustração', 'Logotipos', 'Outra - Design & Criação']"
Pedro H.,"['Google Analytics', 'Análise de Métricas', 'ABBYY FineReader', 'MySQL', 'Python']","['Ilustração', 'Banco de Dados', 'Redação', 'Edição & Revisão', 'Marketing Digital']"
Lucas G.,"['Apresentador', 'Boa Escrita', 'Comunicação Digital', 'Fotojornalismo', 'Jornal', 'Organização de Eventos', 'Radiojornalismo', 'Resenhas', 'Revista', 'Webradio']","['Assessoria de Imprensa', 'Jornalismo', 'Fotografia', 'Locução & Narração']"
Cassio R.,"['CakePHP', 'Google Adsense', 'Java', 'Javascript', 'MySQL', 'PHP', 'Programação C#', 'Programação C++', 'Python', 'SEO', 'Banco De Dados', 'eCommerce', 'Magento']","['UX/UI & Web Design', 'Banco de Dados', 'Desenvolvimento Mobile', 'SEO - Search Engine Optimization', 'Desenvolvimento Web', 'Marketing Digital', 'Cloud Computing', 'Desenvolvimento Desktop', 'Teste de Software', 'Gestão de Projetos']"
Rogerio R.,"['Excel', 'Microsoft Access', 'Microsoft Project']","['Banco de Dados', 'Outra - Web, Mobile & Software', 'Outra - Engenharia & Arquitetura', 'Modelagem 3D & CAD']"
Cibele C.,"['ETL', 'Python']","['Banco de Dados', 'Desenvolvimento Desktop']"
Marco A.,"['Geolocalização', 'Python', 'Estatísticas', 'ABBYY FineReader', 'ABAP', 'Ableton']","['Banco de Dados', 'Desenvolvimento Web', 'Marketing Digital', 'Outra - Web, Mobile & Software']"
Carlos R.,"['AJAX', 'Angular', 'CSS3', 'HTML5', 'Javascript', 'jQuery']",['Desenvolvimento Web']
Eduardo R.,"['Banco De Dados', 'Business Intelligence', 'Microsoft SQL Server']","['UX/UI & Web Design', 'Banco de Dados', 'Marketing Digital', 'Gestão de Mídias Sociais', 'Cloud Computing', 'Outra - Web, Mobile & Software']"
André J.,"['Java', 'Python']","['Design Gráfico', 'Ilustração', 'Banco de Dados', 'Outra - Web, Mobile & Software']"
Rafael M.,"['.NET Framework', 'Amazon Web Services', 'Banco De Dados', 'Mineração de Dados', 'Desenvolvimento de API', 'Facebook API', 'Java', 'Javascript', 'Python', 'Twitter API']","['Banco de Dados', 'Desenvolvimento Web', 'Marketing Digital', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Juliano E.,"['Administração', 'Banco De Dados', 'Business Intelligence', 'Excel', 'Finanças', 'Formulários', 'Inglês Avançado', 'MySQL', 'Python', 'Visual Basic']","['Banco de Dados', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software', 'Planilhas e Relatórios', 'Entrada de Dados']"
Giovani M.,"['ASP', 'Banco De Dados', 'CSS', 'HTML5', 'Javascript', 'MySQL', 'PHP', 'Programação C#', 'SQL', 'Microsoft SQL Server']","['Banco de Dados', 'Desenvolvimento Web', 'Cloud Computing', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Renan A.,"['Amazon Web Services', 'AngularJS', 'Cloud Computing', 'Mineração de Dados', 'Java', 'Javascript', 'NodeJS', 'Python', 'Spring']","['UX/UI & Web Design', 'Desenvolvimento Web', 'Cloud Computing', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Valderli J.,"['CSS3', 'Estatísticas', 'Google Earth', 'Google Maps API', 'HTML5', 'Javascript', 'PHP', 'Python', 'Postgis', 'PostgreSQL']","['UX/UI & Web Design', 'Banco de Dados', 'Desenvolvimento Mobile', 'Desenvolvimento Web', 'Outra - Web, Mobile & Software']"
Jadna R.,"['Copywriting', 'Redação', 'SEO']","['Redação', 'Edição & Revisão', 'Inglês', 'Copywriting', 'Currículo & Carta de Apresentação']"
Kaue O.,"['CakePHP', 'GIT', 'HTML5', 'Java', 'Javascript', 'jQuery', 'Linux', 'MySQL', 'PHP', 'Windows Server']","['Banco de Dados', 'Desenvolvimento Web', 'Desenvolvimento Desktop']"
Cesar V.,"['MySQL', 'PHP', 'Django', 'Python', 'PostgreSQL', 'Banco De Dados', 'Mineração de Dados', 'Web Analytics']","['Banco de Dados', 'Desenvolvimento Web', 'Cloud Computing', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Anderson D.,"['Mineração de Dados', 'Java', 'Linux', 'Programação C#', 'Programação C++', 'Python', 'SQL', 'Unity 3D', 'UNIX', 'Django']","['Banco de Dados', 'Desenvolvimento Mobile', 'Desenvolvimento Web', 'Cloud Computing', 'Outra - Web, Mobile & Software']"
Ricardo S.,"['Armazenagem de Dados', 'Microsoft Project', 'SQL', 'ABBYY FineReader', '4D Dimension', 'Web Analytics']","['Banco de Dados', 'Marketing Digital', 'Outra - Web, Mobile & Software']"
Harlen P.,"['Adobe Illustrator', 'Adobe Photoshop', 'Keras', 'Scikit Learn', 'Tensorflow', 'Virtual Machines']",['Desenvolvimento Web']
Ismael J.,"['Javascript', 'Linux', 'PHP', 'Python', 'Computação Científica', 'Power BI\xa0']","['UX/UI & Web Design', 'SEO - Search Engine Optimization', 'Desenvolvimento Web', 'Marketing Digital', 'Cloud Computing']"
Vinicius H.,"['Eclipse', 'HTML5', 'Java', 'Java EE', 'Javascript', 'MySQL', 'Spring', 'SQL', 'Microsoft SQL Server']","['Banco de Dados', 'Desenvolvimento Web', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Yan H.,"['CSS3', 'Estatísticas', 'Java', 'Python', 'Desenvolvimento de API', 'Django', 'Front-End', 'Javascript', 'Mobile', 'Vue.JS']","['Desenvolvimento de Games', 'Desenvolvimento Mobile', 'Desenvolvimento Web', 'Outra - Web, Mobile & Software', 'Análise de Dados & Estatística']"
Regiane A.,"['Administração', 'Comprometimento', 'Criação']","['Design Gráfico', 'Edição de Imagens', 'Logotipos', 'Outra - Design & Criação', 'Outra - Suporte Administrativo']"
Fabio S.,"['Business Intelligence', 'Mineração de Dados', 'Armazenagem de Dados', 'Python', 'Análise de Projetos', 'Análise de Requisitos', 'Banco De Dados', 'Integração', 'NoSQL Couchbase']","['UX/UI & Web Design', 'Banco de Dados', 'Desenvolvimento Mobile', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Leonardo D.,"['.NET Framework', '3DS Max', 'Android', 'Excel', 'iOS', 'Programação C#', 'Unity 3D', 'Word', 'Wordpress']","['Desenvolvimento Web', 'Desenvolvimento Desktop', 'Planilhas e Relatórios', 'Outra - Suporte Administrativo', 'Modelagem 3D & CAD']"
Rafaela N.,"['CSS', 'CSS3', 'Desenvolvimento Web', 'HTML', 'HTML5', 'Javascript']","['UX/UI & Web Design', 'Desenvolvimento Web']"
Sávio M.,"['Desenvolvimento AI/RPA', 'Excel', 'PowerBI', 'Python', 'Scrum', 'SQL']","['Banco de Dados', 'Cloud Computing', 'Outra - Web, Mobile & Software', 'Entrada de Dados', 'Engenharia Elétrica & Eletrônica']"
Rogério C.,"['AutoCAD', 'Gerenciamento de Produtos', 'Gerenciamento de Projetos', 'Planejamento', 'SAP', 'Python', 'Análise de Métricas', 'Análise de Projetos', 'ETL', 'SQL']","['Outra - Engenharia & Arquitetura', 'Modelagem 3D & CAD', 'Gestão de Projetos', 'Planejamento de Negócios']"
Angelica P.,['ABBYY FineReader'],"['Edição & Revisão', 'Inglês', 'Outra - Escrita', 'Currículo & Carta de Apresentação']"
João G.,"['Java', 'Javascript', 'NodeJS', 'React', 'Docker', 'PostgreSQL', 'Python']","['Banco de Dados', 'Desenvolvimento Mobile', 'Desenvolvimento Web', 'Cloud Computing', 'Teste de Software']"
Carlos C.,"['Big Data', 'Microsoft SQL Server', 'Power BI\xa0']","['Banco de Dados', 'Desenvolvimento Web', 'Outra - Web, Mobile & Software']"
Daniel B.,"['Google ADS', 'Atendimento ao Cliente', 'Inglês', 'Inglês Avançado', 'Marketing', 'Propaganda', 'Facebook', 'Redes Sociais']","['Atendimento ao Consumidor', 'Comercial', 'Marketing Digital']"
Lucas Â.,"['Business Intelligence', 'Mineração de Dados', 'Armazenagem de Dados', 'Python']","['Banco de Dados', 'Entrada de Dados', 'Análise de Dados & Estatística', 'Planejamento de Negócios']"
Anderson De F.,"['Business Intelligence', 'Mineração de Dados', 'Armazenagem de Dados', 'ETL', 'Java', 'Python', 'SQL', 'Visual Studio', 'Inglês Avançado']","['Banco de Dados', 'Desenvolvimento Web', 'Cloud Computing', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Giovani De P.,"['Abstract Window Toolkit (AWT)', 'CSS3', 'HTML5', 'Pacote Adobe']","['Design de Produto', 'Design Gráfico', 'UX/UI & Web Design', 'Logotipos']"
Marcelo S.,"['Administração', 'Análise de Métricas', 'Business Intelligence', 'Comprometimento', 'Estatísticas', 'Excel', 'Formulários', 'Gerenciamento de Projetos', 'Gestão', 'Planejamento']","['Atendimento ao Consumidor', 'Assistente Virtual', 'Planilhas e Relatórios', 'Outra - Suporte Administrativo', 'Outra - Engenharia & Arquitetura']"
Diego T.,"['.NET Framework', 'Microsoft SQL Server']","['SEO - Search Engine Optimization', 'Desenvolvimento Web', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Saul S.,"['Adobe After Effects', 'Escrita Técnica', 'Excel', 'Adobe Illustrator', 'Adobe Photoshop', 'Programação C#', 'Python', 'Revisão De Texto', 'Texto jornalístico']","['Jornalismo', 'Redação', 'Edição & Revisão', 'Roteiro']"
Igor C.,"['Excel', 'Power BI\xa0', 'Microsoft SQL Server', 'MySQL', 'PostgreSQL', 'Qlik', 'SQL']","['UX/UI & Web Design', 'Banco de Dados', 'Desenvolvimento Web', 'Cloud Computing', 'Desenvolvimento Desktop']"
Rodrigo T.,"['Mineração de Dados', 'Python']","['Outra - Web, Mobile & Software']"
André G.,"['Aplicações Desktop', 'Aquisições', 'AutoCAD', 'C++/Bada', 'Atualização De Site', 'Banco De Dados', 'Python', 'PHP', 'Mineração de Dados', 'HTML']","['Desenvolvimento Mobile', 'Inglês', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Marcos W.,"['Angular', 'Django', 'Framework JavaScript', 'Java', 'PHP', 'Programação C++', 'Python', 'QA / Testes', 'jQuery', 'Artigos Acadêmicos']","['Banco de Dados', 'Desenvolvimento Web', 'Desenvolvimento Desktop', 'Teste de Software', 'Outra - Web, Mobile & Software']"
Vladimir A.,"['Business Intelligence', 'Mineração de Dados', 'Mac OS X']","['Banco de Dados', 'Marketing Digital', 'Cloud Computing']"
Alan P.,"['Java', 'Java EE', 'JBoss', 'NodeJS', 'NoSQL Couchbase', 'Spring']","['UX/UI & Web Design', 'Desenvolvimento Web', 'Cloud Computing', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Beatrice V.,"['Android', 'AngularJS', 'CSS', 'HTML5', 'iOS', 'Javascript', 'Python']","['UX/UI & Web Design', 'Desenvolvimento Mobile', 'Desenvolvimento Web', 'Desenvolvimento Desktop', 'Teste de Software']"
Anderson S.,"['Adobe CS5', 'Banco De Dados', 'Bilíngue', 'Corel Draw', 'CSS3', 'Mineração de Dados', 'GIT', 'Inglês Fluente', 'Lógica', 'Python']","['UX/UI & Web Design', 'Diagramação', 'Desenvolvimento Web', 'Marketing Digital', 'Outra - Web, Mobile & Software']"
Paulo R.,"['.NET Framework', 'Adobe After Effects', 'Adobe Illustrator', 'Adobe Photoshop', 'Adobe Premiere', 'Análise de Dados', 'Ciência de Dados', 'Gerenciamento de Website', 'Programação']","['UX/UI & Web Design', 'Desenvolvimento Web', 'Vídeo - Edição e Produção', 'Logotipos', 'Outra - Web, Mobile & Software']"
Eduardo L.,"['Android', 'Angular', 'Mineração de Dados', 'Golang', 'Java', 'Javascript', 'Mobile', 'NoSQL Couchbase', 'Python', 'Spring']","['Desenvolvimento Mobile', 'Desenvolvimento Web', 'Cloud Computing', 'Desenvolvimento Desktop']"
Pedro H.,"['Angular', 'Framework JavaScript', 'Java EE', 'Mobile', 'NodeJS', 'PostgreSQL']","['Banco de Dados', 'Desenvolvimento Mobile', 'Desenvolvimento Web', 'Desenvolvimento Desktop']"
Laercio G.,"['Mineração de Dados', 'ETL', 'Java', 'Java EE', 'Banco de Dados Oracle', 'PL/SQL', 'PostgreSQL', 'Python', 'SQL', 'StoryTelling']","['Banco de Dados', 'Desenvolvimento Web', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Heitor T.,"['Excel', 'Linux', 'Python', 'Visual Basic', 'Word', 'Análise de Métricas', 'Banco De Dados', 'Business Intelligence', 'MySQL', 'Power BI\xa0']","['Banco de Dados', 'Outra - Web, Mobile & Software', 'Engenharia Elétrica & Eletrônica', 'Engenharia Mecânica', 'Outra - Engenharia & Arquitetura']"
Iago C.,"['Amazon Web Services', 'Django', 'Python', 'Vue.JS']",['Desenvolvimento Web']
Renato M.,"['Análise de Projetos', 'Python', 'Banco De Dados', 'Mineração de Dados', 'ABBYY FineReader', 'Entrada de Dados', 'Gerenciamento de Projetos', '4D Dimension', 'SQL', 'Web Analytics']","['Planilhas e Relatórios', 'Análise de Dados & Estatística', 'Gestão de Projetos', 'Transcrição', 'Negócios & Finanças']"
Pedro M.,"['Mineração de Dados', 'Armazenagem de Dados', 'Python', 'Selenium']","['Banco de Dados', 'Marketing Digital', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Luiz F.,"['AutoCAD', 'Python']","['Engenharia Elétrica & Eletrônica', 'Outra - Engenharia & Arquitetura', 'Modelagem 3D & CAD']"
Luiz P.,"['E-mail Marketing', 'Endomarketing', 'Facebook', 'Marketing de Conteúdo', 'Planejamento de Marketing', 'Adobe Photoshop']","['Marketing Digital', 'Gestão de Mídias Sociais', 'Pesquisa de Mercado', 'Outra - Vendas & Marketing']"
Wesley R.,"['AngularJS', 'CSS3', 'Django', 'Gerenciamento de Projetos', 'HTML5', 'Javascript', 'PHP5', 'Python', 'SQL', 'UML Design']","['Banco de Dados', 'Desenvolvimento Web', 'Cloud Computing', 'Desenvolvimento Desktop', 'Gestão de Projetos']"
Matheus S.,"['Banco De Dados', 'Entrada de Dados', 'Inglês', 'Python', 'Linguagem de Programação R', 'PowerBI', 'Tableau']","['Banco de Dados', 'Engenharia & Arquitetura', 'Negócios & Finanças', 'Tecnologia da Informação', 'Outra - Educação & Consultoria']"
Jonas F.,"['Java', 'Programação C', 'Programação C#', 'Programação C++', 'Chatbot', 'ABBYY FineReader', 'Front-End', 'Programação Documentada', 'Segurança de Redes', 'Suporte Técnico']","['Atendimento ao Consumidor', 'Desenvolvimento Desktop', 'Teste de Software', 'Suporte Técnico', 'Outra - Atendimento ao Consumidor']"
Thayan O.,"['Administração', 'Análise de Métricas', 'Business Intelligence', 'Mineração de Dados', 'Estatísticas', 'Excel', 'Logística', 'Microsoft Access', 'SQL']","['Planilhas e Relatórios', 'Análise de Dados & Estatística', 'Gestão de Projetos', 'Planejamento de Negócios']"
Thiago F.,"['Amazon S3', 'Amazon Web Services', 'MySQL', 'Python', 'Spark']","['Banco de Dados', 'Cloud Computing', 'Planejamento de Negócios']"
Guilherme G.,"['Python', 'ETL', 'Banco De Dados']","['Banco de Dados', 'Marketing Digital', 'Outra - Web, Mobile & Software']"
Keren V.,"['Adobe Lightroom', 'ARCserve', 'Edição de Imagens', 'Google Earth', 'Geolocalização', 'Escrita Técnica', 'Artigos Acadêmicos', 'Python', 'MySQL', 'Mineração de Dados']","['Banco de Dados', 'Redação', 'Inglês', 'Modelagem 3D & CAD', 'Planejamento de Negócios']"
Luis F.,"['Estatísticas', 'Python']",['Análise de Dados & Estatística']
Gustavo C.,"['Estatísticas', 'Java', 'Python']","['Desenvolvimento Mobile', 'Desenvolvimento Web', 'Marketing Digital']"
Augusto C.,"['Consultoria', 'Estatísticas', 'Excel', 'Análise de Dados', 'Business Intelligence', 'Ciência de Dados', 'Power BI\xa0', 'Powerpoint']","['Análise de Dados & Estatística', 'Gestão de Projetos', 'Planejamento de Negócios', 'Financeiro', 'Recursos Humanos']"
Beatriz K.,"['Boa Escrita', 'Escrita Técnica']","['Redação', 'Edição & Revisão', 'Inglês', 'Outra - Escrita', 'Empresarial']"
Claudio E.,"['Excel', 'Python', 'Visual Basic']","['Desenvolvimento Desktop', 'Teste de Software', 'Engenharia Elétrica & Eletrônica', 'Engenharia Mecânica', 'Outra - Engenharia & Arquitetura']"
Marcelo P.,"['.NET para Web', 'Algoritmo', 'Amazon Web Services', 'Análise de Métricas', 'Análise de Requisitos', 'AngularJS', 'Apple Developer', 'Arduino', 'Azure', 'Banco De Dados']","['Desenvolvimento Mobile', 'Desenvolvimento Web', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software', 'Gestão de Projetos']"
Paulo M.,"['Inglês Avançado', 'PL/SQL', 'Microsoft SQL Server', 'Python', 'Mineração de Dados', 'ABBYY FineReader', 'Desenvolvimento de API', 'A-GPS', 'ABAP', '802.11']","['Banco de Dados', 'Outra - Web, Mobile & Software', 'Gestão de Projetos']"
Jordan P.,"['CSS', 'Excel', 'HTML', 'Java', 'Javascript', 'NodeJS', 'Python', 'SQL', 'Version Control Git', 'Web Scraping']","['UX/UI & Web Design', 'Banco de Dados', 'Desenvolvimento Web', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Jordan G.,"['AngularJS', 'Desenvolvimento de API', 'Django', 'Javascript', 'NodeJS', 'PHP', 'Python', 'Vue.JS']","['Banco de Dados', 'Desenvolvimento Web', 'Desenvolvimento Desktop', 'Teste de Software', 'Outra - Web, Mobile & Software']"
Willian C L.,"['HTML', 'Java', 'Revisão', 'Suporte Técnico']","['Assessoria de Imprensa', 'Redação', 'Edição & Revisão', 'Roteiro', 'Entrada de Dados']"
Daniel S.,"['Programação C#', 'Angular', 'CSS', 'HTML', 'Javascript', 'Less/SASS/SCSS', 'MongoDB', 'PostgreSQL', 'React', 'SQL Server']","['UX/UI & Web Design', 'Banco de Dados', 'Desenvolvimento Mobile', 'Desenvolvimento Web', 'Desenvolvimento Desktop']"
Gabriel B.,"['Análise de Projetos', 'Mineração de Dados', 'Estatísticas', 'Excel', 'MySQL', 'Microsoft Office', 'Planejamento', 'Python', 'SQL', 'Inglês Fluente']","['Banco de Dados', 'Análise de Dados & Estatística', 'Gestão de Projetos', 'Planejamento de Negócios', 'Financeiro']"
Sylvio N.,"['Amazon Web Services', 'Cloud Computing', 'Java', 'Banco de Dados Oracle']","['Banco de Dados', 'Cloud Computing', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Leandro De B.,"['CSS3', 'HTML5', 'Javascript', 'Python']","['Inglês', 'Desenvolvimento Web', 'Marketing Digital', 'Outra - Escrita', 'Outra - Web, Mobile & Software']"
Vinícius G.,"['Business Intelligence', 'Mineração de Dados']","['Marketing Digital', 'Gestão de Mídias Sociais', 'Desenvolvimento Desktop', 'Outra - Vendas & Marketing']"
Williana L.,"['CSS3', 'HTML5', 'Java', 'Java Swing', 'Javascript', 'Python', 'Vue.JS']","['Desenvolvimento Web', 'Desenvolvimento Desktop']"
Lucas M.,"['PHP', 'Python', 'Desenvolvimento Back-End', 'ES8 Javascript', 'Front-End', 'Laravel', 'Loja Integrada', 'Power BI\xa0', 'SAP 4 Hana', 'Web Design']","['Design Gráfico', 'UX/UI & Web Design', 'Desenvolvimento Web', 'Marketing Digital', 'Outra - Web, Mobile & Software']"
Samuel S.,"['Django', 'Flask', 'Python']",['Desenvolvimento Web']
João G.,"['Banco De Dados', 'Business Intelligence', 'Mineração de Dados', 'Excel', 'Gerenciamento de Projetos', 'Microsoft Project', 'Python', 'Scrum']","['Banco de Dados', 'Planilhas e Relatórios', 'Análise de Dados & Estatística', 'Gestão de Projetos', 'Planejamento de Negócios']"
Adelir J.,"['Design de Website', 'Atualização De Site', 'Construção de Website', 'Desenvolvimento AI/RPA', 'Desenvolvimento de Software', 'Desenvolvimento Mobile', 'Desenvolvimento Web', 'Gerenciamento de Website', 'Otimização de Website', 'Testes para Website']","['UX/UI & Web Design', 'Banco de Dados', 'Desenvolvimento Mobile', 'Desenvolvimento Web', 'Desenvolvimento Desktop']"
Yury J.,"['Angular', 'CSS', 'Mineração de Dados', 'Framework JavaScript', 'HTML5', 'Javascript', 'Mobile', 'NodeJS', 'Python']","['Desenvolvimento Mobile', 'Desenvolvimento Desktop', 'Análise de Dados & Estatística']"
Data A.,"['Análise de Métricas', 'Mineração de Dados', 'Entrada de Dados', 'Estatísticas', 'Finanças', 'MySQL', 'Planejamento', 'Python', 'SAP']","['Planilhas e Relatórios', 'Análise de Dados & Estatística', 'Contabilidade', 'Planejamento de Negócios', 'Financeiro']"
Adolfo F.,"['Cloud Computing', 'CSS3', 'Desenvolvimento de API', 'Django', 'HTML5', 'Javascript', 'NodeJS', 'Programação Orientada a Objetos', 'Python', 'UX Design']","['Banco de Dados', 'Desenvolvimento Mobile', 'Desenvolvimento Web', 'Cloud Computing', 'Outra - Web, Mobile & Software']"
Nayara F.,"['Administração', 'Atendimento ao Cliente', 'Business Intelligence', 'Consultoria', 'Criatividade', 'Curioso', 'Design de Interior', 'Edição de Textos', 'Excel', 'Gestão de Comunicação']","['Atendimento ao Consumidor', 'Gestão de Projetos', 'Planejamento de Negócios']"
Wellington B.,"['Análise de Requisitos', 'Excel', 'Levantamento de Requisitos', 'QA / Testes', 'Scrum', 'Seguros', 'Microsoft SQL Server', 'Teste de Software', 'Testes', 'Testes de Usabilidade']",['Teste de Software']
Novasoft B.,"['Arquitetura de Software', 'Segurança Web', 'Wordpress']","['Desenvolvimento Mobile', 'Desenvolvimento Web', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Barbara C.,"['Adobe CS5', 'Adobe Lightroom', 'AngularJS', 'Arquitetura de Software', 'CSS3', 'HTML5', 'Javascript', 'Python', 'Visual Studio']","['UX/UI & Web Design', 'Desenvolvimento Mobile', 'Desenvolvimento Web', 'Desenvolvimento Desktop']"
Sergio B.,"['Python', 'Microsoft SQL Server', 'Algoritmo', 'Armazenagem de Dados', 'MySQL']","['Banco de Dados', 'Desenvolvimento Web', 'Marketing Digital', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Gabriel M.,"['Adobe Photoshop', 'Análise Estatística', 'Aprendizado de Máquina (ML)', 'Aprendizagem Profunda', 'Business Intelligence', 'Inteligência Artificial', 'Keras', 'PHP', 'Python', 'Tensorflow']","['Banco de Dados', 'Desenvolvimento Web', 'Desenvolvimento Desktop', 'Análise de Dados & Estatística', 'Tecnologia da Informação']"
Juan P.,"['Banco De Dados', 'Mineração de Dados', 'Armazenagem de Dados', 'Gerenciamento de Projetos', 'Gestão', 'Google Analytics', 'NoSQL Couchbase', 'Python', 'SQL', 'Web Analytics']","['UX/UI & Web Design', 'Banco de Dados', 'Marketing Digital', 'Gestão de Projetos']"
Gabriel A.,"['CSS', 'Django', 'HTML', 'Javascript', 'Python']","['Desenvolvimento Web', 'Desenvolvimento Desktop']"
Danilo A.,"['.NET Framework', '.NET para Web', 'Java', 'Java Swing', 'MySQL', 'PHP', 'PL/SQL', 'Programação C#', 'Spring', 'Microsoft SQL Server']","['Banco de Dados', 'Desenvolvimento Web', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software', 'Gestão de Projetos']"
Iago A.,"['Artigos Acadêmicos', 'Pesquisa Científica', 'Python', 'ABBYY FineReader', 'AAUS Scientific Diver', 'A-GPS', 'ABAP', 'Matemática']","['Banco de Dados', 'Desenvolvimento de Games', 'Cloud Computing', 'Análise de Dados & Estatística', 'Outra - Educação & Consultoria']"
João M.,"['Microsoft Access', 'Microsoft Visio', 'Programação C', 'Programação Orientada a Objetos', 'Visual Basic', 'Excel', 'Microsoft Office']","['Planilhas e Relatórios', 'Entrada de Dados', 'Modelagem 3D & CAD', 'Outra - Administração & Contabilidade']"
Matheus G.,"['Inglês', 'MySQL', 'NodeJS', 'PHP5', 'Python', 'Ruby on Rails', 'Vue.JS', 'Javascript', 'jQuery']","['Banco de Dados', 'Cloud Computing', 'Desenvolvimento Desktop', 'Teste de Software', 'Outra - Web, Mobile & Software']"
Richelde L.,"['Android', 'Banco De Dados', 'ABBYY FineReader', 'AMQP']","['Desenvolvimento Mobile', 'Desenvolvimento Web', 'Áudio - Edição e Produção', 'Edição de Imagens', 'Desenvolvimento Desktop']"
Fernando da S.,"['Análise de Métricas', 'Análise de Projetos', 'Artigos Acadêmicos', 'Assistente Virtual', 'Atendimento ao Cliente', 'Mineração de Dados', 'Estatísticas', 'Finanças', 'Adobe Illustrator', 'Adobe Illustrator CS5']","['Atendimento ao Consumidor', 'Assistente Virtual', 'Planilhas e Relatórios', 'Análise de Dados & Estatística', 'Financeiro']"
Alan L.,"['Business Intelligence', 'Pesquisa Científica', '4D Dimension', '802.11']","['Banco de Dados', 'Planilhas e Relatórios', 'Outra - Suporte Administrativo', 'Engenharia Mecânica']"
